Label,StopwordRemovedSentence
neutral,none dared give expression thoughts came minds
neutral,corvette approached within two cables lengths object
neutral,shudder ran whole crew
neutral,flag american flag
positive,moment perfect howling heard brave j maston fallen heap
positive,forgetting one hand right arm replaced iron hook simple gutta percha cap covered brain box given formidable blow
positive,hurried toward picked restored life
neutral,first words
neutral,ah
neutral,trebly brutes
neutral,quadruply idiots
neutral,quintuply boobies exclaimed everyone around
negative,come speak simpletons howled terrible secretary projectile weighs 19 250 pounds well displaces twenty eight tons words 56 000 pounds consequently floats ah
positive,stress worthy man laid verb float true
positive,yes
positive,savants forgotten fundamental law namely account specific lightness projectile drawn fall greatest depths ocean must naturally return surface
positive,floating quietly mercy waves
neutral,boats put sea
neutral,j maston friends rushed
positive,excitement height
positive,every heart beat loudly advanced projectile
neutral,contain
negative,living dead
positive,living yes
negative,living least unless death struck barbicane two friends since hoisted flag
neutral,profound silence reigned boats
neutral,breathless
neutral,eyes longer saw
neutral,one scuttles projectile open
negative,pieces glass remained frame showing broken
neutral,scuttle actually five feet water
negative,boat came alongside j maston j maston rushed broken window
positive,moment heard clear merry voice voice michel ardan exclaiming accent triumph white barbicane white barbicane michel ardan nicholl playing dominoes
