Label,StopwordRemovedSentence
positive,happily granite house possessed store seed would enable repair misfortunes
negative,wall buildings poultry yard onagers stable fire destroyed
negative,terrified creatures roamed plateau
negative,birds fire taken refuge waters lake already returned accustomed spot dabbling banks
neutral,everything would reconstructed
negative,cyrus harding face paler usual expressed internal anger commanded difficulty utter word
negative,looked devastated fields smoke still rose ruins returned granite house
neutral,following days saddest colonists passed island
negative,herbert weakness visibly increased
negative,appeared serious malady consequence profound physiological disturbance gone threatened declare gideon spilett feared aggravation condition would powerless fight
neutral,fact herbert remained almost continuous state drowsiness symptoms delirium began manifest
neutral,refreshing drinks remedies colonists disposal
negative,fever yet high soon appeared would probably recur regular intervals
neutral,gideon spilett first recognized 6th december
negative,poor boy whose fingers nose ears become extremely pale first seized slight shiverings horripilations tremblings
negative,pulse weak irregular skin dry thirst intense
positive,soon succeeded hot fit face became flushed skin reddened pulse quick profuse perspiration broke fever seemed diminish
negative,attack lasted nearly five hours
negative,gideon spilett left herbert certain seized intermittent fever fever must cured cost assume serious aspect
neutral,order cure said spilett cyrus harding need febrifuge febrifuge answered engineer
negative,neither peruvian bark sulphate quinine said gideon spilett willows border lake bark willow might perhaps prove substitute quinine let us try without losing moment replied cyrus harding
neutral,bark willow indeed justly considered succedaneum peruvian bark also horse chestnut tree leaf holly snake root etc
positive,evidently necessary make trial substance although valuable peruvian bark employ natural state since means extracting essence
negative,cyrus harding went cut trunk species black willow pieces bark brought back granite house reduced powder administered evening herbert
